"","gs_name","gene_symbol","ensembl_gene"
"1","BIOCARTA_41BB_PATHWAY","ATF2","ENSG00000115966"
"2","BIOCARTA_41BB_PATHWAY","CHUK","ENSG00000213341"
"3","BIOCARTA_41BB_PATHWAY","IFNG","ENSG00000111537"
"4","BIOCARTA_41BB_PATHWAY","IKBKB","ENSG00000104365"
"5","BIOCARTA_41BB_PATHWAY","IL2","ENSG00000109471"
"6","BIOCARTA_41BB_PATHWAY","IL4","ENSG00000113520"
"7","BIOCARTA_41BB_PATHWAY","JUN","ENSG00000177606"
"8","BIOCARTA_41BB_PATHWAY","MAP3K1","ENSG00000095015"
"9","BIOCARTA_41BB_PATHWAY","MAP3K5","ENSG00000197442"
"10","BIOCARTA_41BB_PATHWAY","MAP4K5","ENSG00000012983"
"11","BIOCARTA_41BB_PATHWAY","MAPK14","ENSG00000112062"
"12","BIOCARTA_41BB_PATHWAY","MAPK8","ENSG00000107643"
"13","BIOCARTA_41BB_PATHWAY","NFKB1","ENSG00000109320"
"14","BIOCARTA_41BB_PATHWAY","NFKBIA","ENSG00000100906"
"15","BIOCARTA_41BB_PATHWAY","RELA","ENSG00000173039"
"16","BIOCARTA_41BB_PATHWAY","TNFRSF9","ENSG00000049249"
"17","BIOCARTA_41BB_PATHWAY","TNFSF9","ENSG00000125657"
"18","BIOCARTA_41BB_PATHWAY","TRAF2","ENSG00000127191"
"19","BIOCARTA_BARRESTIN_SRC_PATHWAY","ADCY1","ENSG00000164742"
"20","BIOCARTA_BARRESTIN_SRC_PATHWAY","ARRB1","ENSG00000137486"
"21","BIOCARTA_BARRESTIN_SRC_PATHWAY","DNM1","ENSG00000106976"
"22","BIOCARTA_BARRESTIN_SRC_PATHWAY","FGR","ENSG00000000938"
"23","BIOCARTA_BARRESTIN_SRC_PATHWAY","GNAS","ENSG00000087460"
"24","BIOCARTA_BARRESTIN_SRC_PATHWAY","GRK2","ENSG00000173020"
"25","BIOCARTA_BARRESTIN_SRC_PATHWAY","HCK","ENSG00000101336"
"26","BIOCARTA_BARRESTIN_SRC_PATHWAY","HRAS","ENSG00000174775"
"27","BIOCARTA_BARRESTIN_SRC_PATHWAY","HRAS","ENSG00000276536"
"28","BIOCARTA_BARRESTIN_SRC_PATHWAY","KCNA1","ENSG00000111262"
"29","BIOCARTA_BARRESTIN_SRC_PATHWAY","KCNA2","ENSG00000177301"
"30","BIOCARTA_BARRESTIN_SRC_PATHWAY","KCNA3","ENSG00000177272"
"31","BIOCARTA_BARRESTIN_SRC_PATHWAY","MAP2K1","ENSG00000169032"
"32","BIOCARTA_BARRESTIN_SRC_PATHWAY","MAP2K2","ENSG00000126934"
"33","BIOCARTA_BARRESTIN_SRC_PATHWAY","MAPK1","ENSG00000100030"
"34","BIOCARTA_BARRESTIN_SRC_PATHWAY","MAPK3","ENSG00000102882"
"35","BIOCARTA_BARRESTIN_SRC_PATHWAY","PLCB1","ENSG00000182621"
"36","BIOCARTA_BARRESTIN_SRC_PATHWAY","RAF1","ENSG00000132155"
"37","BIOCARTA_CCR3_PATHWAY","CCL11","ENSG00000172156"
"38","BIOCARTA_CCR3_PATHWAY","CCR3","ENSG00000183625"
"39","BIOCARTA_CCR3_PATHWAY","GNAQ","ENSG00000156052"
"40","BIOCARTA_CCR3_PATHWAY","GNAS","ENSG00000087460"
"41","BIOCARTA_CCR3_PATHWAY","HRAS","ENSG00000174775"
"42","BIOCARTA_CCR3_PATHWAY","HRAS","ENSG00000276536"
"43","BIOCARTA_CCR3_PATHWAY","LIMK1","ENSG00000106683"
"44","BIOCARTA_CCR3_PATHWAY","MAP2K1","ENSG00000169032"
"45","BIOCARTA_CCR3_PATHWAY","MAPK1","ENSG00000100030"
"46","BIOCARTA_CCR3_PATHWAY","MAPK3","ENSG00000102882"
"47","BIOCARTA_CCR3_PATHWAY","MYL2","ENSG00000111245"
"48","BIOCARTA_CCR3_PATHWAY","NOX1","ENSG00000007952"
"49","BIOCARTA_CCR3_PATHWAY","PIK3C2G","ENSG00000139144"
"50","BIOCARTA_CCR3_PATHWAY","PLCB1","ENSG00000182621"
"51","BIOCARTA_CCR3_PATHWAY","PPP1R12B","ENSG00000077157"
"52","BIOCARTA_CCR3_PATHWAY","PRKCA","ENSG00000154229"
"53","BIOCARTA_CCR3_PATHWAY","PRKCB","ENSG00000166501"
"54","BIOCARTA_CCR3_PATHWAY","RAF1","ENSG00000132155"
"55","BIOCARTA_CCR3_PATHWAY","RHOA","ENSG00000067560"
"56","BIOCARTA_CCR3_PATHWAY","ROCK2","ENSG00000134318"
"57","BIOCARTA_CCR5_PATHWAY","CALM1","ENSG00000198668"
"58","BIOCARTA_CCR5_PATHWAY","CALM2","ENSG00000143933"
"59","BIOCARTA_CCR5_PATHWAY","CALM3","ENSG00000160014"
"60","BIOCARTA_CCR5_PATHWAY","CCL2","ENSG00000108691"
"61","BIOCARTA_CCR5_PATHWAY","CCL4","ENSG00000275302"
"62","BIOCARTA_CCR5_PATHWAY","CCL4","ENSG00000275824"
"63","BIOCARTA_CCR5_PATHWAY","CCL4","ENSG00000277943"
"64","BIOCARTA_CCR5_PATHWAY","CCR5","ENSG00000160791"
"65","BIOCARTA_CCR5_PATHWAY","CXCL12","ENSG00000107562"
"66","BIOCARTA_CCR5_PATHWAY","CXCR4","ENSG00000121966"
"67","BIOCARTA_CCR5_PATHWAY","FOS","ENSG00000170345"
"68","BIOCARTA_CCR5_PATHWAY","GNAQ","ENSG00000156052"
"69","BIOCARTA_CCR5_PATHWAY","JUN","ENSG00000177606"
"70","BIOCARTA_CCR5_PATHWAY","MAPK14","ENSG00000112062"
"71","BIOCARTA_CCR5_PATHWAY","MAPK8","ENSG00000107643"
"72","BIOCARTA_CCR5_PATHWAY","PLCG1","ENSG00000124181"
"73","BIOCARTA_CCR5_PATHWAY","PRKCA","ENSG00000154229"
"74","BIOCARTA_CCR5_PATHWAY","PRKCB","ENSG00000166501"
"75","BIOCARTA_CCR5_PATHWAY","PTK2B","ENSG00000120899"
"76","BIOCARTA_CD40_PATHWAY","CD40","ENSG00000101017"
"77","BIOCARTA_CD40_PATHWAY","CD40LG","ENSG00000102245"
"78","BIOCARTA_CD40_PATHWAY","CHUK","ENSG00000213341"
"79","BIOCARTA_CD40_PATHWAY","DUSP1","ENSG00000120129"
"80","BIOCARTA_CD40_PATHWAY","ELP1","ENSG00000070061"
"81","BIOCARTA_CD40_PATHWAY","IKBKB","ENSG00000104365"
"82","BIOCARTA_CD40_PATHWAY","IKBKG","ENSG00000269335"
"83","BIOCARTA_CD40_PATHWAY","MAP3K1","ENSG00000095015"
"84","BIOCARTA_CD40_PATHWAY","MAP3K14","ENSG00000006062"
"85","BIOCARTA_CD40_PATHWAY","MAP3K14","ENSG00000282637"
"86","BIOCARTA_CD40_PATHWAY","NFKB1","ENSG00000109320"
"87","BIOCARTA_CD40_PATHWAY","NFKBIA","ENSG00000100906"
"88","BIOCARTA_CD40_PATHWAY","RELA","ENSG00000173039"
"89","BIOCARTA_CD40_PATHWAY","TNFAIP3","ENSG00000118503"
"90","BIOCARTA_CD40_PATHWAY","TRAF3","ENSG00000131323"
"91","BIOCARTA_CD40_PATHWAY","TRAF6","ENSG00000175104"
"92","BIOCARTA_CDMAC_PATHWAY","CUZD1","ENSG00000138161"
"93","BIOCARTA_CDMAC_PATHWAY","FOS","ENSG00000170345"
"94","BIOCARTA_CDMAC_PATHWAY","HRAS","ENSG00000174775"
"95","BIOCARTA_CDMAC_PATHWAY","HRAS","ENSG00000276536"
"96","BIOCARTA_CDMAC_PATHWAY","JUN","ENSG00000177606"
"97","BIOCARTA_CDMAC_PATHWAY","MAP2K1","ENSG00000169032"
"98","BIOCARTA_CDMAC_PATHWAY","MAPK1","ENSG00000100030"
"99","BIOCARTA_CDMAC_PATHWAY","MAPK3","ENSG00000102882"
"100","BIOCARTA_CDMAC_PATHWAY","MYC","ENSG00000136997"
"101","BIOCARTA_CDMAC_PATHWAY","NFKB1","ENSG00000109320"
"102","BIOCARTA_CDMAC_PATHWAY","NFKBIA","ENSG00000100906"
"103","BIOCARTA_CDMAC_PATHWAY","PLCB1","ENSG00000182621"
"104","BIOCARTA_CDMAC_PATHWAY","PRKCA","ENSG00000154229"
"105","BIOCARTA_CDMAC_PATHWAY","PRKCB","ENSG00000166501"
"106","BIOCARTA_CDMAC_PATHWAY","RAF1","ENSG00000132155"
"107","BIOCARTA_CDMAC_PATHWAY","RELA","ENSG00000173039"
"108","BIOCARTA_CDMAC_PATHWAY","TNF","ENSG00000204490"
"109","BIOCARTA_CDMAC_PATHWAY","TNF","ENSG00000206439"
"110","BIOCARTA_CDMAC_PATHWAY","TNF","ENSG00000223952"
"111","BIOCARTA_CDMAC_PATHWAY","TNF","ENSG00000228321"
"112","BIOCARTA_CDMAC_PATHWAY","TNF","ENSG00000228849"
"113","BIOCARTA_CDMAC_PATHWAY","TNF","ENSG00000228978"
"114","BIOCARTA_CDMAC_PATHWAY","TNF","ENSG00000230108"
"115","BIOCARTA_CDMAC_PATHWAY","TNF","ENSG00000232810"
"116","BIOCARTA_CLASSIC_PATHWAY","C1QA","ENSG00000173372"
"117","BIOCARTA_CLASSIC_PATHWAY","C1QB","ENSG00000173369"
"118","BIOCARTA_CLASSIC_PATHWAY","C1QC","ENSG00000159189"
"119","BIOCARTA_CLASSIC_PATHWAY","C1R","ENSG00000159403"
"120","BIOCARTA_CLASSIC_PATHWAY","C1R","ENSG00000288512"
"121","BIOCARTA_CLASSIC_PATHWAY","C1S","ENSG00000182326"
"122","BIOCARTA_CLASSIC_PATHWAY","C2","ENSG00000166278"
"123","BIOCARTA_CLASSIC_PATHWAY","C2","ENSG00000204364"
"124","BIOCARTA_CLASSIC_PATHWAY","C2","ENSG00000206372"
"125","BIOCARTA_CLASSIC_PATHWAY","C2","ENSG00000226560"
"126","BIOCARTA_CLASSIC_PATHWAY","C2","ENSG00000231543"
"127","BIOCARTA_CLASSIC_PATHWAY","C2","ENSG00000235017"
"128","BIOCARTA_CLASSIC_PATHWAY","C2","ENSG00000235696"
"129","BIOCARTA_CLASSIC_PATHWAY","C3","ENSG00000125730"
"130","BIOCARTA_CLASSIC_PATHWAY","C4A","ENSG00000206340"
"131","BIOCARTA_CLASSIC_PATHWAY","C4A","ENSG00000227746"
"132","BIOCARTA_CLASSIC_PATHWAY","C4A","ENSG00000244207"
"133","BIOCARTA_CLASSIC_PATHWAY","C4A","ENSG00000244731"
"134","BIOCARTA_CLASSIC_PATHWAY","C4B","ENSG00000204319"
"135","BIOCARTA_CLASSIC_PATHWAY","C4B","ENSG00000206264"
"136","BIOCARTA_CLASSIC_PATHWAY","C4B","ENSG00000224389"
"137","BIOCARTA_CLASSIC_PATHWAY","C4B","ENSG00000224639"
"138","BIOCARTA_CLASSIC_PATHWAY","C4B","ENSG00000228267"
"139","BIOCARTA_CLASSIC_PATHWAY","C4B","ENSG00000228454"
"140","BIOCARTA_CLASSIC_PATHWAY","C4B","ENSG00000236625"
"141","BIOCARTA_CLASSIC_PATHWAY","C4B_2","ENSG00000233312"
"142","BIOCARTA_CLASSIC_PATHWAY","C5","ENSG00000106804"
"143","BIOCARTA_CLASSIC_PATHWAY","C6","ENSG00000039537"
"144","BIOCARTA_CLASSIC_PATHWAY","C7","ENSG00000112936"
"145","BIOCARTA_CLASSIC_PATHWAY","C8A","ENSG00000157131"
"146","BIOCARTA_CLASSIC_PATHWAY","C9","ENSG00000113600"
"147","BIOCARTA_CXCR4_PATHWAY","BCAR1","ENSG00000050820"
"148","BIOCARTA_CXCR4_PATHWAY","BCAR1","ENSG00000285460"
"149","BIOCARTA_CXCR4_PATHWAY","CRK","ENSG00000167193"
"150","BIOCARTA_CXCR4_PATHWAY","CXCL12","ENSG00000107562"
"151","BIOCARTA_CXCR4_PATHWAY","CXCR4","ENSG00000121966"
"152","BIOCARTA_CXCR4_PATHWAY","GNAQ","ENSG00000156052"
"153","BIOCARTA_CXCR4_PATHWAY","HRAS","ENSG00000174775"
"154","BIOCARTA_CXCR4_PATHWAY","HRAS","ENSG00000276536"
"155","BIOCARTA_CXCR4_PATHWAY","MAP2K1","ENSG00000169032"
"156","BIOCARTA_CXCR4_PATHWAY","MAPK1","ENSG00000100030"
"157","BIOCARTA_CXCR4_PATHWAY","MAPK3","ENSG00000102882"
"158","BIOCARTA_CXCR4_PATHWAY","NFKB1","ENSG00000109320"
"159","BIOCARTA_CXCR4_PATHWAY","PIK3C2G","ENSG00000139144"
"160","BIOCARTA_CXCR4_PATHWAY","PIK3CA","ENSG00000121879"
"161","BIOCARTA_CXCR4_PATHWAY","PIK3R1","ENSG00000145675"
"162","BIOCARTA_CXCR4_PATHWAY","PLCG1","ENSG00000124181"
"163","BIOCARTA_CXCR4_PATHWAY","PRKCA","ENSG00000154229"
"164","BIOCARTA_CXCR4_PATHWAY","PRKCB","ENSG00000166501"
"165","BIOCARTA_CXCR4_PATHWAY","PTK2B","ENSG00000120899"
"166","BIOCARTA_CXCR4_PATHWAY","RAF1","ENSG00000132155"
"167","BIOCARTA_CXCR4_PATHWAY","RELA","ENSG00000173039"
"168","BIOCARTA_CYTOKINE_PATHWAY","CXCL8","ENSG00000169429"
"169","BIOCARTA_CYTOKINE_PATHWAY","IFNA1","ENSG00000197919"
"170","BIOCARTA_CYTOKINE_PATHWAY","IFNB1","ENSG00000171855"
"171","BIOCARTA_CYTOKINE_PATHWAY","IFNG","ENSG00000111537"
"172","BIOCARTA_CYTOKINE_PATHWAY","IL10","ENSG00000136634"
"173","BIOCARTA_CYTOKINE_PATHWAY","IL13","ENSG00000169194"
"174","BIOCARTA_CYTOKINE_PATHWAY","IL15","ENSG00000164136"
"175","BIOCARTA_CYTOKINE_PATHWAY","IL16","ENSG00000172349"
"176","BIOCARTA_CYTOKINE_PATHWAY","IL17A","ENSG00000112115"
"177","BIOCARTA_CYTOKINE_PATHWAY","IL18","ENSG00000150782"
"178","BIOCARTA_CYTOKINE_PATHWAY","IL1A","ENSG00000115008"
"179","BIOCARTA_CYTOKINE_PATHWAY","IL2","ENSG00000109471"
"180","BIOCARTA_CYTOKINE_PATHWAY","IL3","ENSG00000164399"
"181","BIOCARTA_CYTOKINE_PATHWAY","IL4","ENSG00000113520"
"182","BIOCARTA_CYTOKINE_PATHWAY","IL5","ENSG00000113525"
"183","BIOCARTA_CYTOKINE_PATHWAY","IL6","ENSG00000136244"
"184","BIOCARTA_CYTOKINE_PATHWAY","IL9","ENSG00000145839"
"185","BIOCARTA_CYTOKINE_PATHWAY","TNF","ENSG00000204490"
"186","BIOCARTA_CYTOKINE_PATHWAY","TNF","ENSG00000206439"
"187","BIOCARTA_CYTOKINE_PATHWAY","TNF","ENSG00000223952"
"188","BIOCARTA_CYTOKINE_PATHWAY","TNF","ENSG00000228321"
"189","BIOCARTA_CYTOKINE_PATHWAY","TNF","ENSG00000228849"
"190","BIOCARTA_CYTOKINE_PATHWAY","TNF","ENSG00000228978"
"191","BIOCARTA_CYTOKINE_PATHWAY","TNF","ENSG00000230108"
"192","BIOCARTA_CYTOKINE_PATHWAY","TNF","ENSG00000232810"
"193","BIOCARTA_CYTOKINE_PATHWAY","TXLNA","ENSG00000084652"
"194","BIOCARTA_DC_PATHWAY","ANPEP","ENSG00000166825"
"195","BIOCARTA_DC_PATHWAY","CD2","ENSG00000116824"
"196","BIOCARTA_DC_PATHWAY","CD33","ENSG00000105383"
"197","BIOCARTA_DC_PATHWAY","CD40","ENSG00000101017"
"198","BIOCARTA_DC_PATHWAY","CD5","ENSG00000110448"
"199","BIOCARTA_DC_PATHWAY","CD7","ENSG00000173762"
"200","BIOCARTA_DC_PATHWAY","CSF2","ENSG00000164400"
"201","BIOCARTA_DC_PATHWAY","IFNA1","ENSG00000197919"
"202","BIOCARTA_DC_PATHWAY","IFNB1","ENSG00000171855"
"203","BIOCARTA_DC_PATHWAY","IFNG","ENSG00000111537"
"204","BIOCARTA_DC_PATHWAY","IL10","ENSG00000136634"
"205","BIOCARTA_DC_PATHWAY","IL13","ENSG00000169194"
"206","BIOCARTA_DC_PATHWAY","IL3","ENSG00000164399"
"207","BIOCARTA_DC_PATHWAY","IL4","ENSG00000113520"
"208","BIOCARTA_DC_PATHWAY","IL5","ENSG00000113525"
"209","BIOCARTA_DC_PATHWAY","ITGAX","ENSG00000140678"
"210","BIOCARTA_DC_PATHWAY","TLR7","ENSG00000196664"
"211","BIOCARTA_EPONFKB_PATHWAY","ARNT","ENSG00000143437"
"212","BIOCARTA_EPONFKB_PATHWAY","CDKN1A","ENSG00000124762"
"213","BIOCARTA_EPONFKB_PATHWAY","EPO","ENSG00000130427"
"214","BIOCARTA_EPONFKB_PATHWAY","EPOR","ENSG00000187266"
"215","BIOCARTA_EPONFKB_PATHWAY","GRIN1","ENSG00000176884"
"216","BIOCARTA_EPONFKB_PATHWAY","HIF1A","ENSG00000100644"
"217","BIOCARTA_EPONFKB_PATHWAY","JAK2","ENSG00000096968"
"218","BIOCARTA_EPONFKB_PATHWAY","NFKB1","ENSG00000109320"
"219","BIOCARTA_EPONFKB_PATHWAY","NFKBIA","ENSG00000100906"
"220","BIOCARTA_EPONFKB_PATHWAY","RELA","ENSG00000173039"
"221","BIOCARTA_EPONFKB_PATHWAY","SOD2","ENSG00000112096"
"222","BIOCARTA_ERYTH_PATHWAY","CCL3","ENSG00000274221"
"223","BIOCARTA_ERYTH_PATHWAY","CCL3","ENSG00000277632"
"224","BIOCARTA_ERYTH_PATHWAY","CCL3","ENSG00000278567"
"225","BIOCARTA_ERYTH_PATHWAY","CSF2","ENSG00000164400"
"226","BIOCARTA_ERYTH_PATHWAY","CSF3","ENSG00000108342"
"227","BIOCARTA_ERYTH_PATHWAY","EPO","ENSG00000130427"
"228","BIOCARTA_ERYTH_PATHWAY","FLT3","ENSG00000122025"
"229","BIOCARTA_ERYTH_PATHWAY","IGF1","ENSG00000017427"
"230","BIOCARTA_ERYTH_PATHWAY","IL11","ENSG00000095752"
"231","BIOCARTA_ERYTH_PATHWAY","IL1A","ENSG00000115008"
"232","BIOCARTA_ERYTH_PATHWAY","IL3","ENSG00000164399"
"233","BIOCARTA_ERYTH_PATHWAY","IL6","ENSG00000136244"
"234","BIOCARTA_ERYTH_PATHWAY","IL9","ENSG00000145839"
"235","BIOCARTA_ERYTH_PATHWAY","KITLG","ENSG00000049130"
"236","BIOCARTA_ERYTH_PATHWAY","TGFB1","ENSG00000105329"
"237","BIOCARTA_ERYTH_PATHWAY","TGFB2","ENSG00000092969"
"238","BIOCARTA_ERYTH_PATHWAY","TGFB3","ENSG00000119699"
"239","BIOCARTA_FAS_PATHWAY","ARHGDIB","ENSG00000111348"
"240","BIOCARTA_FAS_PATHWAY","CASP10","ENSG00000003400"
"241","BIOCARTA_FAS_PATHWAY","CASP3","ENSG00000164305"
"242","BIOCARTA_FAS_PATHWAY","CASP6","ENSG00000138794"
"243","BIOCARTA_FAS_PATHWAY","CASP7","ENSG00000165806"
"244","BIOCARTA_FAS_PATHWAY","CASP8","ENSG00000064012"
"245","BIOCARTA_FAS_PATHWAY","CFLAR","ENSG00000003402"
"246","BIOCARTA_FAS_PATHWAY","DAXX","ENSG00000204209"
"247","BIOCARTA_FAS_PATHWAY","DAXX","ENSG00000206206"
"248","BIOCARTA_FAS_PATHWAY","DAXX","ENSG00000206279"
"249","BIOCARTA_FAS_PATHWAY","DAXX","ENSG00000227046"
"250","BIOCARTA_FAS_PATHWAY","DAXX","ENSG00000229396"
"251","BIOCARTA_FAS_PATHWAY","DAXX","ENSG00000231617"
"252","BIOCARTA_FAS_PATHWAY","DFFA","ENSG00000160049"
"253","BIOCARTA_FAS_PATHWAY","DFFB","ENSG00000169598"
"254","BIOCARTA_FAS_PATHWAY","FADD","ENSG00000168040"
"255","BIOCARTA_FAS_PATHWAY","FAF1","ENSG00000185104"
"256","BIOCARTA_FAS_PATHWAY","FAS","ENSG00000026103"
"257","BIOCARTA_FAS_PATHWAY","FASLG","ENSG00000117560"
"258","BIOCARTA_FAS_PATHWAY","JUN","ENSG00000177606"
"259","BIOCARTA_FAS_PATHWAY","LMNA","ENSG00000160789"
"260","BIOCARTA_FAS_PATHWAY","LMNB1","ENSG00000113368"
"261","BIOCARTA_FAS_PATHWAY","LMNB2","ENSG00000176619"
"262","BIOCARTA_FAS_PATHWAY","MAP2K4","ENSG00000065559"
"263","BIOCARTA_FAS_PATHWAY","MAP3K1","ENSG00000095015"
"264","BIOCARTA_FAS_PATHWAY","MAP3K7","ENSG00000135341"
"265","BIOCARTA_FAS_PATHWAY","MAPK8","ENSG00000107643"
"266","BIOCARTA_FAS_PATHWAY","PAK1","ENSG00000149269"
"267","BIOCARTA_FAS_PATHWAY","PAK2","ENSG00000180370"
"268","BIOCARTA_FAS_PATHWAY","PARP1","ENSG00000143799"
"269","BIOCARTA_FAS_PATHWAY","PRKDC","ENSG00000253729"
"270","BIOCARTA_FAS_PATHWAY","PTPN13","ENSG00000163629"
"271","BIOCARTA_FAS_PATHWAY","RB1","ENSG00000139687"
"272","BIOCARTA_FAS_PATHWAY","RIPK2","ENSG00000104312"
"273","BIOCARTA_FAS_PATHWAY","SPTAN1","ENSG00000197694"
"274","BIOCARTA_FCER1_PATHWAY","BTK","ENSG00000010671"
"275","BIOCARTA_FCER1_PATHWAY","CALM1","ENSG00000198668"
"276","BIOCARTA_FCER1_PATHWAY","CALM2","ENSG00000143933"
"277","BIOCARTA_FCER1_PATHWAY","CALM3","ENSG00000160014"
"278","BIOCARTA_FCER1_PATHWAY","ELK1","ENSG00000126767"
"279","BIOCARTA_FCER1_PATHWAY","FCER1A","ENSG00000179639"
"280","BIOCARTA_FCER1_PATHWAY","FCER1G","ENSG00000158869"
"281","BIOCARTA_FCER1_PATHWAY","FOS","ENSG00000170345"
"282","BIOCARTA_FCER1_PATHWAY","GRB2","ENSG00000177885"
"283","BIOCARTA_FCER1_PATHWAY","HRAS","ENSG00000174775"
"284","BIOCARTA_FCER1_PATHWAY","HRAS","ENSG00000276536"
"285","BIOCARTA_FCER1_PATHWAY","JUN","ENSG00000177606"
"286","BIOCARTA_FCER1_PATHWAY","LYN","ENSG00000254087"
"287","BIOCARTA_FCER1_PATHWAY","MAP2K1","ENSG00000169032"
"288","BIOCARTA_FCER1_PATHWAY","MAP2K4","ENSG00000065559"
"289","BIOCARTA_FCER1_PATHWAY","MAP2K7","ENSG00000076984"
"290","BIOCARTA_FCER1_PATHWAY","MAP3K1","ENSG00000095015"
"291","BIOCARTA_FCER1_PATHWAY","MAPK1","ENSG00000100030"
"292","BIOCARTA_FCER1_PATHWAY","MAPK3","ENSG00000102882"
"293","BIOCARTA_FCER1_PATHWAY","MAPK8","ENSG00000107643"
"294","BIOCARTA_FCER1_PATHWAY","MS4A2","ENSG00000149534"
"295","BIOCARTA_FCER1_PATHWAY","NFATC1","ENSG00000131196"
"296","BIOCARTA_FCER1_PATHWAY","NFATC2","ENSG00000101096"
"297","BIOCARTA_FCER1_PATHWAY","NFATC3","ENSG00000072736"
"298","BIOCARTA_FCER1_PATHWAY","NFATC4","ENSG00000100968"
"299","BIOCARTA_FCER1_PATHWAY","NFATC4","ENSG00000285485"
"300","BIOCARTA_FCER1_PATHWAY","PAK2","ENSG00000180370"
"301","BIOCARTA_FCER1_PATHWAY","PIK3CA","ENSG00000121879"
"302","BIOCARTA_FCER1_PATHWAY","PIK3CG","ENSG00000105851"
"303","BIOCARTA_FCER1_PATHWAY","PIK3R1","ENSG00000145675"
"304","BIOCARTA_FCER1_PATHWAY","PLA2G4A","ENSG00000116711"
"305","BIOCARTA_FCER1_PATHWAY","PLCG1","ENSG00000124181"
"306","BIOCARTA_FCER1_PATHWAY","PPP3CA","ENSG00000138814"
"307","BIOCARTA_FCER1_PATHWAY","PPP3CB","ENSG00000107758"
"308","BIOCARTA_FCER1_PATHWAY","PPP3CC","ENSG00000120910"
"309","BIOCARTA_FCER1_PATHWAY","PRKCB","ENSG00000166501"
"310","BIOCARTA_FCER1_PATHWAY","RAF1","ENSG00000132155"
"311","BIOCARTA_FCER1_PATHWAY","SHC1","ENSG00000160691"
"312","BIOCARTA_FCER1_PATHWAY","SOS1","ENSG00000115904"
"313","BIOCARTA_FCER1_PATHWAY","SYK","ENSG00000165025"
"314","BIOCARTA_FCER1_PATHWAY","VAV1","ENSG00000141968"
"315","BIOCARTA_FMLP_PATHWAY","CALM1","ENSG00000198668"
"316","BIOCARTA_FMLP_PATHWAY","CALM2","ENSG00000143933"
"317","BIOCARTA_FMLP_PATHWAY","CALM3","ENSG00000160014"
"318","BIOCARTA_FMLP_PATHWAY","CAMK1","ENSG00000134072"
"319","BIOCARTA_FMLP_PATHWAY","CAMK1G","ENSG00000008118"
"320","BIOCARTA_FMLP_PATHWAY","ELK1","ENSG00000126767"
"321","BIOCARTA_FMLP_PATHWAY","FPR1","ENSG00000171051"
"322","BIOCARTA_FMLP_PATHWAY","GNA15","ENSG00000060558"
"323","BIOCARTA_FMLP_PATHWAY","HRAS","ENSG00000174775"
"324","BIOCARTA_FMLP_PATHWAY","HRAS","ENSG00000276536"
"325","BIOCARTA_FMLP_PATHWAY","MAP2K1","ENSG00000169032"
"326","BIOCARTA_FMLP_PATHWAY","MAP2K2","ENSG00000126934"
"327","BIOCARTA_FMLP_PATHWAY","MAP2K3","ENSG00000034152"
"328","BIOCARTA_FMLP_PATHWAY","MAP2K6","ENSG00000108984"
"329","BIOCARTA_FMLP_PATHWAY","MAP3K1","ENSG00000095015"
"330","BIOCARTA_FMLP_PATHWAY","MAPK1","ENSG00000100030"
"331","BIOCARTA_FMLP_PATHWAY","MAPK14","ENSG00000112062"
"332","BIOCARTA_FMLP_PATHWAY","MAPK3","ENSG00000102882"
"333","BIOCARTA_FMLP_PATHWAY","NCF1","ENSG00000158517"
"334","BIOCARTA_FMLP_PATHWAY","NCF2","ENSG00000116701"
"335","BIOCARTA_FMLP_PATHWAY","NFATC1","ENSG00000131196"
"336","BIOCARTA_FMLP_PATHWAY","NFATC2","ENSG00000101096"
"337","BIOCARTA_FMLP_PATHWAY","NFATC3","ENSG00000072736"
"338","BIOCARTA_FMLP_PATHWAY","NFATC4","ENSG00000100968"
"339","BIOCARTA_FMLP_PATHWAY","NFATC4","ENSG00000285485"
"340","BIOCARTA_FMLP_PATHWAY","NFKB1","ENSG00000109320"
"341","BIOCARTA_FMLP_PATHWAY","NFKBIA","ENSG00000100906"
"342","BIOCARTA_FMLP_PATHWAY","PAK1","ENSG00000149269"
"343","BIOCARTA_FMLP_PATHWAY","PIK3C2G","ENSG00000139144"
"344","BIOCARTA_FMLP_PATHWAY","PLCB1","ENSG00000182621"
"345","BIOCARTA_FMLP_PATHWAY","PPP3CA","ENSG00000138814"
"346","BIOCARTA_FMLP_PATHWAY","PPP3CB","ENSG00000107758"
"347","BIOCARTA_FMLP_PATHWAY","PPP3CC","ENSG00000120910"
"348","BIOCARTA_FMLP_PATHWAY","RAC1","ENSG00000136238"
"349","BIOCARTA_FMLP_PATHWAY","RAF1","ENSG00000132155"
"350","BIOCARTA_FMLP_PATHWAY","RELA","ENSG00000173039"
"351","BIOCARTA_FREE_PATHWAY","CXCL8","ENSG00000169429"
"352","BIOCARTA_FREE_PATHWAY","GPX1","ENSG00000233276"
"353","BIOCARTA_FREE_PATHWAY","GSR","ENSG00000104687"
"354","BIOCARTA_FREE_PATHWAY","GSS","ENSG00000100983"
"355","BIOCARTA_FREE_PATHWAY","NFKB1","ENSG00000109320"
"356","BIOCARTA_FREE_PATHWAY","NOX1","ENSG00000007952"
"357","BIOCARTA_FREE_PATHWAY","RELA","ENSG00000173039"
"358","BIOCARTA_FREE_PATHWAY","SOD1","ENSG00000142168"
